RCDTS,Report,School Name_x,District Name_x,School EntityID,School Type_x,#Dist Entity ID,ISBE Region,ROE Area,CohortYear,Tier,ROE Name,Participating?,NCESID,ROE_x,Type,School Name_y,District Name_y,City,County,District Type,District Size,School Type_y,Grades Served,Avg Class Size - All Grades,Summative Designation,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,% 8th Grade Passing Algebra 1,Student Attendance Rate,Student Mobility Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,High School 4-Year Graduation Rate - Total,Avg Class Size - All Grades.1,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Total Teacher FTE,Avg Teaching Exp,% Novice Teachers,Teacher Retention Rate,Teacher Attendace Rate,Teacher Evaluation Rate,Principal Turnover within 6 Years,Teacher Avg Salary,Admin Avg Salary,Five Essential Survey Effective Leaders,Five Essential Survey Leaders Level,Five Essential Survey Collaborative Teachers,Five Essential Survey Collaborative Teachers Level,Five Essential Survey Involved Families,Five Essential Survey Involved Families Level,Five Essential Survey Supportive Environment,Five Essential Survey Supportive Environment Level,Five Essential Survey Ambitious Instruction,Five Essential Survey Ambitious Instruction Level,Climate Survey Student Response Rate,Climate Survey Teacher Response Rate,# ELA Proficiency,# ELA Student Participation,# Math Proficiency,# Math Participation Total Student,ELA Growth Percentile - Total,Math Growth Percentile,# Science Proficiency,# Science Student Participation,% Science Proficiency,# 9th Grade on Track,% 9th Grade on Track,Chronic Absenteeism,# Students with Discipline Incidents,# Discipline Incidents,# Discipline Incidents - Expulsion: Received Educational Srvcs,# Discipline Incidents - Expulsion: Did not Receive Educational Srvcs,# Discipline Incidents - In-school Suspension,# Discipline Incidents - Out-of-School Suspension,# Discipline Incidents - Removal,State Name [Public School] Latest available year,School Name [Public School] 2021-22,StateID,ParticipatingSchools,Agency Name [Public School] 2021-22,Agency ID - NCES Assigned [Public School] Latest available year,Locale [Public School] 2021-22,Locale,FRL_percent,Female_percent,American Indian/Alaska Native Students [Public School] 2021-22,Asian or Asian/Pacific Islander Students [Public School] 2021-22,Hispanic Students [Public School] 2021-22,Black or African American Students [Public School] 2021-22,White Students [Public School] 2021-22,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22,Two or More Races Students [Public School] 2021-22,Pupil/Teacher Ratio [Public School] 2021-22,School size,Title I School Status [Public School] 2021-22,State School ID [Public School] 2021-22,State Agency ID [Public School] 2021-22,National School Lunch Program [Public School] 2021-22,Free and Reduced Lunch Students [Public School] 2021-22,Male Students [Public School] 2021-22,Female Students [Public School] 2021-22,American Indian/Alaska Native Students [Public School] 2021-22.1,Asian or Asian/Pacific Islander Students [Public School] 2021-22.1,Hispanic Students [Public School] 2021-22.1,Black or African American Students [Public School] 2021-22.1,White Students [Public School] 2021-22.1,Nat. Hawaiian or Other Pacific Isl. Students [Public School] 2021-22.1,Two or More Races Students [Public School] 2021-22.1,Total Race/Ethnicity [Public School] 2021-22,teacher_count,Pupil/Teacher Ratio [Public School] 2021-22.1,School Level (SY 2017-18 onward) [Public School] 2021-22,Lowest Grade Offered [Public School] 2021-22,Highest Grade Offered [Public School] 2021-22,ROE_y,ROE_AREA,ROE_AREA_Name,school_id,School Name,student_response_rate,teacher_response_rate,student_n,teacher_n,cdis1,colb,colr,inf3,innv,ins3,pgmc,pnfl,prt4,prti,qpd2,refd,scmt,sdis,socz,trpa,trpr,trte,tsaf,uexp,acno,clar,engg,engl,futr,humr,math,peer,perc,pres,prs2,rigr,safe1,scie,slap,stdy,trts,leaders,teachers,families,environment,instruction,5essentials_overall_score,net5e
1.50163E+14,Kellman Corporate Community Elementary School- City of Chicago SD 299,Kellman Corporate Community Elementary School,City of Chicago SD 299,7530,Elementary,6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,Kellman Corporate Community Elem,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Intensive,202,,98,,,,,,17.3,8.9,,98,8.4,0,91.4,,73,43.7,,,20.8,2,,,,,87.5,,,1,,,37,2,46,3,48,3,37,2,54,3,91.3,88,5,125,2,125,40.2,37.1,3,44,6.8,,,32.3,5,6,,,6,Not Provided,,Illinois,Kellman Corporate Community Elem,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9626168224299064,0.5233644859813084,0.004672897,,0.018691589,0.9766355140186916,,,,12.97,214,5-Title I schoolwide school,IL-15-016-2990-25-1501629902892,IL-15-016-2990-25,No,206,102,112,1,–,4,209,–,–,–,214,16.5,12.97,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,42,39,36,,41,49,54,42,,64,,,,,48,,55,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Telpochcalli Elementary School- City of Chicago SD 299,Telpochcalli Elementary School,City of Chicago SD 299,7539,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Telpochcalli Elementary School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Comprehensive,219,5.9,,90.9,,,,,23.3,19.6,61.6,86.3,,26.9,88.7,10.4,58,28.6,,,20.2,2.7,,,,,97,,,1,,,,0,,0,,0,43,3,58,3,79.8,17.1,15,139,13,139,41.8,46.2,14,45,31.8,,,42.7,8,13,,,13,Not Provided,,Illinois,Telpochcalli Elem School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.8650793650793651,0.496031746,,,0.9246031746031746,0.023809524,0.047619048,,0.003968254,11.72,252,5-Title I schoolwide school,IL-15-016-2990-25-1501629902901,IL-15-016-2990-25,No,218,127,125,–,–,233,6,12,–,1,252,21.5,11.72,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Christopher Elementary School- City of Chicago SD 299,Christopher Elementary School,City of Chicago SD 299,7542,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Christopher Elementary School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,K - 8,,Comprehensive,322,,12.7,84.5,,,,,55.6,51.6,58.1,93.2,,4.5,84.3,8.8,61,19.2,,,20.4,2,,,,,93.7,,,1,,,47,3,39,2,45,3,42,3,40,3,91.3,67,17,235,14,235,38.9,50,19,84,22.6,,,54.5,10,13,,,9,4,,Illinois,Christopher Elem School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9137055837563453,0.4771573604060913,,,0.8934010152284264,0.081218274,0.025380711,,,5.4,197,5-Title I schoolwide school,IL-15-016-2990-25-1501629902904,IL-15-016-2990-25,No,180,103,94,–,–,176,16,5,–,–,197,36.5,5.4,Elementary,Kindergarten,8th Grade,15,7,City of Chicago,,,,,,,,37,17,39,,44,60,48,47,,52,,,,,39,,45,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,West Park Elementary Academy- City of Chicago SD 299,West Park Elementary Academy,City of Chicago SD 299,7546,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,West Park Elementary Academy,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Comprehensive,459,2.8,15.9,80.6,,,,,18.7,15,44.9,96.7,,8.8,90.7,13.7,51,12.3,,,26.3,3,,,,,82.4,,,5,,,52,3,45,3,50,3,42,3,57,3,99.6,97.7,61,305,12,304,47.4,41.2,28,103,27.2,,,38.2,8,10,,,6,4,,Illinois,West Park Elem Academy,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9880715705765408,0.5268389662027833,0.001988072,0.001988072,0.8210735586481114,0.1550695825049702,0.019880716,,,14.17,503,5-Title I schoolwide school,IL-15-016-2990-25-1501629902908,IL-15-016-2990-25,No,497,238,265,1,1,413,78,10,–,–,503,35.5,14.17,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,21,35,39,,56,60,58,39,,56,,,,,54,,61,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Fairfield Elementary Academy- City of Chicago SD 299,Fairfield Elementary Academy,City of Chicago SD 299,7551,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Fairfield Elementary Academy,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Comprehensive,454,,18.5,81.3,,,,,15.9,13.2,59,98.7,3.5,15.9,90,11.1,116,26,,,27.4,1,,,,,74.5,,,2,,,,0,,0,,0,25,2,30,2,81.6,44.2,24,324,17,327,43.2,44.3,22,122,18,,,38.4,44,91,,,39,52,Not Provided,Illinois,Fairfield Elem Academy,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9670932358318098,0.5082266910420475,0.001828154,,0.7824497257769653,0.206581353,,0.001828154,0.007312614,14.21,547,5-Title I schoolwide school,IL-15-016-2990-25-1501629902913,IL-15-016-2990-25,No,529,269,278,1,–,428,113,–,1,4,547,38.5,14.21,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Sandoval Elementary School- City of Chicago SD 299,Sandoval Elementary School,City of Chicago SD 299,7552,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Sandoval Elementary School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 5,,Comprehensive,736,,1.6,96.5,,,,,14.5,7.5,73.1,93.2,,,91.2,8.2,205,33.3,,,24.7,3,,,,,94.2,,,2,,,42,3,34,2,59,3,50,3,82,5,99.5,66.7,62,337,66,337,48.8,49.7,52,127,40.9,,,34.2,,,,,,,,Illinois,Sandoval Elem School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9251533742331288,0.4699386503067485,0.011042945,,0.9607361963190184,0.014723926,0.008588957,,0.004907975,15.98,815,5-Title I schoolwide school,IL-15-016-2990-25-1501629902914,IL-15-016-2990-25,No,754,432,383,9,–,783,12,7,–,4,815,51,15.98,Elementary,Prekindergarten,6th Grade,13,6,Southeast,,,,,,,,34,25,49,,39,51,70,54,,57,,,,,53,,30,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Courtenay Elementary Language Arts Center- City of Chicago SD 299,Courtenay Elementary Language Arts Center,City of Chicago SD 299,7559,Elementary,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Courtenay Elementary Language Arts Ctr,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Comprehensive,209,7.7,53.6,32.1,,,,,42.1,39.7,31.1,92.3,11.5,31.6,88.6,35.7,83,39,,,23,,,,,,79.6,,,1,,,55,3,48,3,59,3,60,4,65,4,83.6,60.8,14,118,6,117,51.3,50.7,16,39,41,,,49.8,5,6,,,5,1,,Illinois,Courtenay Elem Language Arts Ctr,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9294117647058824,0.4176470588235294,0.005882353,0.023529412,0.2941176470588235,0.611764706,0.052941176,,0.011764706,5.4,170,5-Title I schoolwide school,IL-15-016-2990-25-1501629902921,IL-15-016-2990-25,No,158,99,71,1,4,50,104,9,–,2,170,31.5,5.4,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,14,41,47,,63,68,56,61,,70,,,,,60,,64,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,James R Doolittle Academy- City of Chicago SD 299,James R Doolittle Academy,City of Chicago SD 299,7575,"Elementary,Middle/Jr. High",6827,15,CPS,2023,ISI/RNA,CPS,1.50163E+14,1.70993E+11,15,School,James R Doolittle Academy,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,PK - 8,,Intensive,254,,100,,,,,,17.7,16.1,,99.6,22.4,29.2,90.3,19.6,136,60.7,,,22.8,2,,,,,80,,,2,,,45,3,35,2,50,3,50,3,50,3,88.7,84,4,140,0,139,40.7,36,7,48,14.6,,,38.1,2,2,,,1,1,,Illinois,James R Doolittle Academy,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.9806201550387597,0.4612403100775193,,,,0.996124031,,,0.003875969,15.18,258,5-Title I schoolwide school,IL-15-016-2990-25-1501629902937,IL-15-016-2990-25,No,253,139,119,–,–,–,257,–,–,1,258,17,15.18,Elementary,Prekindergarten,8th Grade,15,7,City of Chicago,,,,,,,,42,20,41,,41,55,54,50,,74,,,,,46,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1.50163E+14,Richardson Middle School- City of Chicago SD 299,Richardson Middle School,City of Chicago SD 299,63488,Middle/Jr. High,6827,15,CPS,2023,CSI/NA,CPS,1.50163E+14,1.70993E+11,15,School,Richardson Middle School,City of Chicago SD 299,Chicago,Cook,UNIT,LARGE,ELEMENTARY,8-May,,Comprehensive,926,,1.3,98.1,,,,,17.7,12.6,36.2,96.9,,8.2,90.5,4.3,241,25.5,,,30.1,1.2,,,,,94,,,1,,,63,4,61,4,65,4,45,3,73,4,84.4,72.9,203,916,151,916,47.9,56.2,181,487,37.6,,,33.8,41,42,,,30,12,,ILLINOIS,Richardson Middle School,1.50163E+14,1,City of Chicago SD 299,1709930,11-City: Large,1,0.910269192,0.4905284147557328,0.000997009,0.000997009,0.9680957128614156,0.007976072,0.013958126,0.000997009,0.006979063,15.55,1003,5-Title I schoolwide school,IL-15-016-2990-25-1501629902970,IL-15-016-2990-25,No,913,511,492,1,1,971,8,14,1,7,1003,64.5,15.55,Middle,5th Grade,8th Grade,15,7,City of Chicago,,,,,,,,67,61,52,,68,83,87,46,,66,,,,,63,,51,,,,,,,,,,,,,,,,,,,,,,,,,,
1.60194E+14,Huntley Middle School- DeKalb CUSD 428,Huntley Middle School,DeKalb CUSD 428,12004,Middle/Jr. High,12001,16,2,2023,TComp,Northwest,1.60194E+14,1.712E+11,16,School,Huntley Middle School,DeKalb CUSD 428,Dekalb,Dekalb,UNIT,LARGE,MIDDLE SCHL,8-Jun,,Comprehensive,922,37.4,23.5,29.8,1.4,,,7.5,21.4,16.2,15.1,61.8,2,16,90.8,8.5,257,26.4,,,25.4,5,,,,,88.6,,,2,,,21,2,30,2,29,2,12,1,22,2,73.7,76.3,150,911,132,911,42.9,51.1,104,317,33.7,,,33,192,448,1,,270,177,,Illinois,Huntley Middle School,1.60194E+14,1,DeKalb CUSD 428,1712000,23-Suburb: Small,2,0.5645161290322581,0.4946236559139785,0.003225806,0.012903226,0.2881720430107526,0.2344086021505376,0.3913978494623656,0.001075269,0.068817204,14.38,930,5-Title I schoolwide school,IL-16-019-4280-26-1601942801010,IL-16-019-4280-26,No,525,470,460,3,12,268,218,364,1,64,930,64.69,14.38,Middle,6th Grade,8th Grade,16,2,Northwest,2288,Huntley Middle School,73.7,76.3,921,93,1,48,19,48,1,1,24,43,14,4,26,34,13,1,78,31,11,45,4,,14,1,21,52,,47,31,8,13,5,1,1,1,48,,4,21,21,30,29,12,22,1,-5
1.70641E+14,Bloomington Junior High School- Bloomington SD 87,Bloomington Junior High School,Bloomington SD 87,4150,Middle/Jr. High,4148,17,4,2023,TComp,East Central,1.70641E+14,1.70648E+11,17,School,Bloomington Jr High School,Bloomington SD 87,Bloomington,McLean,UNIT,LARGE,MIDDLE SCHL,8-Jun,,Comprehensive,996,43.6,23.5,16.8,2.4,,,13.3,20.7,16.5,7.6,64.5,1.6,20.2,90.2,10,300,28.5,,,25.1,5,,,,,78.9,,,2,,,39,2,41,3,36,2,23,2,47,3,77.8,70.9,133,980,75,976,36.1,40.9,171,318,54.3,,,33.3,287,897,,,453,444,,Illinois,Bloomington Jr High School,1.70641E+14,1,Bloomington SD 87,1706480,13-City: Small,1,0.5206766917293233,0.4971804511278195,0.001879699,0.023496241,0.1550751879699248,0.2424812030075188,0.462406015,0.00093985,0.1137218045112782,13.47,1064,5-Title I schoolwide school,IL-17-064-0870-25-1706408701002,IL-17-064-0870-25,No,554,535,529,2,25,165,258,492,1,121,1064,79,13.47,Middle,6th Grade,8th Grade,17,4,East Central,1736,Bloomington Jr High School,77.8,70.9,1016,103,12,44,39,53,14,25,41,38,33,25,42,62,30,20,90,38,37,50,3,,24,2,32,54,,47,92,4,34,22,13,22,5,75,,18,29,39,41,36,23,47,1,-3
1.9022E+14,Marquardt Middle School- Marquardt SD 15,Marquardt Middle School,Marquardt SD 15,13584,Middle/Jr. High,13583,19,1,2023,TComp,Northeast,1.9022E+14,1.72478E+11,19,School,Marquardt Middle School,Marquardt SD 15,Glendale Heights,Dupage,ELEMENTARY,LARGE,MIDDLE SCHL,8-Jun,,Comprehensive,799,17.6,11.4,55.4,12,,,3,15.3,11.9,26,60.7,2.9,26.9,91.1,9.4,,,,,22,5,,,,,88.6,,,2,,,45,3,51,3,30,2,35,2,42,3,91.5,86,203,807,136,807,48.9,48.8,124,283,43.8,,,32.4,105,171,,,136,33,2,Illinois,Marquardt Middle School,1.9022E+14,1,Marquardt SD 15,1724780,21-Suburb: Large,2,0.4895833333333333,0.4872685185185185,0.002314815,0.1157407407407407,0.5405092592592593,0.1400462962962963,0.1736111111111111,0.001157407,0.02662037,12.42,864,2-Title I targeted assistance school,IL-19-022-0150-02-1902201501004,IL-19-022-0150-02,No,423,443,421,2,100,467,121,150,1,23,864,69.54,12.42,Middle,6th Grade,8th Grade,19,1,Northeast,3257,Marquardt Middle School,91.5,86,807,86,27,72,45,46,28,51,35,43,21,12,61,64,18,7,86,25,49,57,26,,28,38,57,61,,53,59,22,51,41,8,27,15,62,,17,44,45,51,30,35,42,2,-2
2.0035E+14,Hardin County Junior High School- Hardin County CUSD 1,Hardin County Junior High School,Hardin County CUSD 1,14182,Middle/Jr. High,14180,20,6,2023,CSI/NA,Southeast,2.0035E+14,1.7182E+11,20,School,Hardin County Jr High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,MEDIUM,MIDDLE SCHL,8-Jun,,Comprehensive,138,90.6,,,,,,,17.4,17.4,,63,11.6,43.6,89.1,12,47,32.6,,,20.5,5,,,,,81.3,,,4,,,,0,,0,,0,13,1,44,3,87.5,85.7,13,128,1,128,27.3,23.4,22,41,53.7,,,41.7,32,65,,,47,18,,Illinois,Hardin County Jr High School,2.0035E+14,1,Hardin County CUSD 1,1718200,43-Rural: Remote,4,0.5390625,0.46875,,,,,0.9140625,,0.0859375,17.56,128,5-Title I schoolwide school,IL-20-035-0010-26-2003500101001,IL-20-035-0010-26,No,69,68,60,–,–,–,–,117,–,11,128,7.29,17.56,Middle,6th Grade,8th Grade,20,6,Southeast,2753,Hardin County Jr High School,87.5,85.7,136,7,,,,,,,,,,,,,,,,,,,,,19,1,23,49,,46,57,1,10,26,7,1,10,13,,23,13,,,,13,44,2,-1
2.0083E+14,Eldorado Elementary School- Eldorado CUSD 4,Eldorado Elementary School,Eldorado CUSD 4,11370,Elementary,11367,20,6,2023,TComp,Southeast,2.0083E+14,1.71366E+11,20,School,Eldorado Elementary School,Eldorado CUSD 4,Eldorado,Saline,UNIT,MEDIUM,ELEMENTARY,PK - 5,,Comprehensive,546,91.8,,2.9,,,,3.7,22.3,22,,70.1,10.3,,92.8,8.3,44,10.8,,,17.5,5,,,,,92,,,1,,,65,4,62,4,80,5,82,5,70,4,95.2,76.7,38,221,74,220,52.2,62.3,29,79,37.2,,,24.1,1,2,,,,2,,Illinois,Eldorado Elem School,2.0083E+14,1,Eldorado CUSD 4,1713660,32-Town: Distant,3,0.5975395430579965,0.4868189806678383,0.001757469,0.001757469,0.007029877,0.005272408,0.92970123,,0.054481547,14.32,569,5-Title I schoolwide school,IL-20-083-0040-26-2008300402004,IL-20-083-0040-26,No,340,292,277,1,1,4,3,529,–,31,569,39.73,14.32,Elementary,Prekindergarten,5th Grade,20,6,Southeast,2464,Eldorado Elementary School,95.2,76.7,147,43,71,66,48,53,59,74,80,89,78,70,87,77,56,72,74,72,52,55,28,,99,,81,61,,,78,,83,69,,66,69,,,82,78,65,62,80,82,70,5,5
2.00933E+14,Mt Carmel Junior High School- Wabash CUSD 348,Mt Carmel Junior High School,Wabash CUSD 348,3094,Middle/Jr. High,3091,20,6,2023,CSI/NA,Southeast,2.00933E+14,1.74047E+11,20,School,Mt Carmel Junior High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,MEDIUM,MIDDLE SCHL,8-Jul,,Comprehensive,204,95.1,,,,,,,15.2,12.7,,49.5,9.3,24.7,90.1,11,114,52.5,,,20.6,4.8,,,,,87.8,,,1,,,33,2,28,2,25,2,30,2,47,3,85.3,90,23,204,14,203,28.8,29.7,52,95,54.7,,,37.4,11,12,,,,12,,Illinois,Mt Carmel Junior High School,2.00933E+14,1,Wabash CUSD 348,1740470,32-Town: Distant,3,0.5026178010471204,0.4869109947643979,,0.015706806,,0.005235602,0.9581151832460733,,0.020942408,12.73,191,5-Title I schoolwide school,IL-20-093-3480-26-2009334801003,IL-20-093-3480-26,No,96,98,93,–,3,–,1,183,–,4,191,15,12.73,Middle,7th Grade,8th Grade,20,6,Southeast,4631,Mt Carmel Junior High School,85.3,90,204,20,58,1,28,42,1,12,50,31,13,26,53,1,23,31,29,32,27,36,40,,18,12,23,78,,67,27,21,25,50,25,1,28,38,,28,47,33,28,25,30,47,1,-4
2.0097E+14,Norris City-Omaha Elementary School- Norris City-Omaha-Enfield CUSD 3,Norris City-Omaha Elementary School,Norris City-Omaha-Enfield CUSD 3,12326,Elementary,12324,20,6,2023,TComp,Southeast,2.0097E+14,1.7E+11,20,School,Norris City-Omaha Elementary School,Norris City-Omaha-Enfield CUSD 3,Norris City,White,UNIT,MEDIUM,ELEMENTARY,PK - 8,,Comprehensive,381,95,,,,,,,16.5,16.5,,49.3,2.6,0,93.3,6.7,28,7.6,,,18.3,5,,,,,97,,,3,,,43,3,45,3,38,2,32,2,33,2,67.4,65.6,50,279,25,279,40,32.8,32,79,40.5,,,22.5,47,82,1,,60,20,1,Illinois,Norris City-Omaha Elem School,2.0097E+14,1,Norris City-Omaha-Enfield CUSD 3,1700004,43-Rural: Remote,4,0.3686746987951807,0.4506024096385542,,,0.014457831,0.002409639,0.9518072289156626,,0.031325301,16.4,415,5-Title I schoolwide school,IL-20-097-0030-26-2009700302002,IL-20-097-0030-26,No,153,228,187,–,–,6,1,395,–,13,415,25.3,16.4,Elementary,Prekindergarten,8th Grade,20,6,Southeast,3545,Norris City-Omaha Elementary School,67.4,65.6,242,32,61,41,37,34,23,33,52,40,33,43,43,24,55,26,30,40,51,48,39,,21,12,32,29,,60,42,27,30,35,28,1,41,33,,45,37,43,45,38,32,33,1,-3
2.10441E+14,Vienna Elementary School Dist 55- Vienna SD 55,Vienna Elementary School Dist 55,Vienna SD 55,13190,Elementary,13189,21,6,2023,TComp,Southeast,2.10441E+14,1.74026E+11,21,School,Vienna Elementary School Dist 55,Vienna SD 55,Vienna,Johnson,ELEMENTARY,MEDIUM,ELEMENTARY,PK - 8,,Comprehensive,397,91.7,,3,,,,4.5,20.7,18.6,,53.7,7.1,87,93.2,11.3,,,,,20.8,3,,,,,87.3,,,2,,,19,1,22,2,32,2,41,3,43,3,95.8,78.6,118,244,56,244,59.7,46.7,43,86,50,,,24,12,15,,,,15,,Illinois,Vienna Elem School Dist 55,2.10441E+14,1,Vienna SD 55,1740260,42-Rural: Distant,4,0.5181347150259067,0.4844559585492228,,0.005181347,0.023316062,0.002590674,0.92746114,,0.041450777,13.79,386,5-Title I schoolwide school,IL-21-044-0550-02-2104405502001,IL-21-044-0550-02,No,200,199,187,–,2,9,1,358,–,16,386,28,13.79,Elementary,Prekindergarten,8th Grade,21,6,Southeast,4619,Vienna Elementary School Dist 55,95.8,78.6,189,28,40,15,2,31,1,7,6,31,32,45,60,16,33,30,43,32,31,1,36,,33,15,27,62,,64,42,20,45,39,25,36,47,53,,40,40,19,22,32,41,43,1,-3
2.40473E+14,Long Beach Elementary School- CUSD 308,Long Beach Elementary School,CUSD 308,14232,Elementary,14223,24,1,2023,TComp,Northeast,2.40473E+14,1.73027E+11,24,School,Long Beach Elementary School,CUSD 308,Montgomery,Kendall,UNIT,LARGE,ELEMENTARY,PK - 5,,Comprehensive,498,31.9,12.7,46.8,3.6,,,4.6,18.7,17.9,25.1,64.1,,,92.1,7.2,51,10.1,,,23.8,5,,,,,89.7,,,1,,,53,3,41,3,44,3,48,3,55,3,97.3,86.3,44,277,43,276,43.5,44,44,98,44.9,,,27.1,24,38,,,12,26,,Illinois,Long Beach Elem School,2.40473E+14,1,CUSD 308,1730270,21-Suburb: Large,2,0.5056433408577878,0.4492099322799097,0.004514673,0.033860045,0.3950338600451467,0.1376975169300225,0.3860045146726862,,0.042889391,14.69,443,5-Title I schoolwide school,IL-24-047-3080-26-2404730802005,IL-24-047-3080-26,No,224,244,199,2,15,175,61,171,–,19,443,30.15,14.69,Elementary,Kindergarten,5th Grade,24,1,Northeast,3689,Long Beach Elementary School,97.3,86.3,147,51,58,27,39,39,41,58,57,68,33,30,50,38,39,65,64,31,56,52,9,,47,,66,51,,,47,,61,57,,44,33,,,55,50,53,41,44,48,55,3,0
2.60622E+14,Macomb Middle School- Macomb CUSD 185,Macomb Middle School,Macomb CUSD 185,4132,Middle/Jr. High,4130,26,3,2023,TComp,West Central,2.60622E+14,1.72392E+11,26,School,Macomb Middle School,Macomb CUSD 185,Macomb,McDonough,UNIT,LARGE,MIDDLE SCHL,8-Jul,,Comprehensive,304,74.3,11.8,3.3,,,,7.6,24.7,21.7,,47,,20,91.5,11.5,64,19.7,,,20.4,5,,,,,84.4,,,2,,,56,3,50,3,30,2,29,2,41,3,75.3,61.8,91,300,52,299,42.8,41.8,76,139,54.7,,,27.7,46,96,,,14,82,,Illinois,Macomb Junior High School,2.60622E+14,1,Macomb CUSD 185,1723920,33-Town: Remote,3,0.4530744336569579,0.4692556634304207,0.003236246,0.03236246,0.035598706,0.1132686084142394,0.7572815533980582,,0.058252427,13.43,309,4-Title I schoolwide eligible school-No program,IL-26-062-1850-26-2606218501001,IL-26-062-1850-26,No,140,164,145,1,10,11,35,234,–,18,309,23,13.43,Middle,7th Grade,8th Grade,26,3,West Central,3209,Macomb Junior High School,75.3,61.8,304,34,39,54,50,64,14,47,64,45,4,44,46,57,46,36,99,40,50,52,15,,46,25,45,57,,53,26,1,36,46,27,19,11,31,,34,21,56,50,30,29,41,2,-2
